% Twitter Data
@RELATION tweets

@ATTRIBUTE positive_words NUMERIC
@ATTRIBUTE sentence_length NUMERIC
@ATTRIBUTE sentiment {pro_obama, pro_romney}
@ATTRIBUTE vader_polarity NUMERIC
@ATTRIBUTE text STRING
@ATTRIBUTE negative_words NUMERIC
@ATTRIBUTE O NUMERIC
@ATTRIBUTE V NUMERIC
@ATTRIBUTE D NUMERIC
@ATTRIBUTE A NUMERIC
@ATTRIBUTE N NUMERIC
@ATTRIBUTE "," NUMERIC
@ATTRIBUTE ^ NUMERIC
@ATTRIBUTE L NUMERIC
@ATTRIBUTE ~ NUMERIC
@ATTRIBUTE @ NUMERIC
@ATTRIBUTE U NUMERIC
@ATTRIBUTE $ NUMERIC
@ATTRIBUTE E NUMERIC
@ATTRIBUTE ! NUMERIC
@ATTRIBUTE & NUMERIC
@ATTRIBUTE R NUMERIC
@ATTRIBUTE # NUMERIC
@ATTRIBUTE G NUMERIC
@ATTRIBUTE T NUMERIC
@ATTRIBUTE M NUMERIC
@ATTRIBUTE X NUMERIC
@ATTRIBUTE S NUMERIC
@ATTRIBUTE Z NUMERIC
@ATTRIBUTE Y NUMERIC

@DATA
0,41,pro_romney,0,'sadicecreamflavor hitler obama billboar',0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,120,pro_romney,0,'earth merakyat barrack obama earth person wonder american vote elect',0,1,3,2,0,2,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
1,127,pro_romney,0,'kariixjet dear barack know u puppet im give u prop lie public like aint noth amp l',2,6,5,2,2,4,0,1,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0
0,127,pro_romney,0,'beardedston irrat obamaphob billionair match gave romney toward nation debt',2,2,4,1,1,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,129,pro_obama,0,'realdonaldtrump russian leader publicli celebr obama reelect cant wait see flexibl obama',0,1,7,0,1,2,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,119,pro_romney,0,'_yeoruru yeah hyoyeon cut saw last week got dead iy2 cut said obama last name dead',2,4,5,1,4,3,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
0,121,pro_obama,0,'kattwillliam obama rhyme ohana ohana mean famili amp famili mean nobodi get left behind mitt rhyme shit',1,0,6,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,130,pro_obama,0,'toconserv nov 8 conserv updat boehner creat job mcromney never releas hi tax return racist still hate oba',3,0,4,2,1,5,0,4,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
0,124,pro_obama,0,'againstteaparti vote obama democrat parti major congress chang thi via peopl upris !',1,2,3,2,1,5,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,63,pro_obama,0,'lt know obama give free ride life',0,2,3,1,1,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,131,pro_romney,0,'clamswan obama think patreu exercis poor judgment affair clinton campaign dure elect pr',1,2,4,1,1,5,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,92,pro_obama,0,'ap ap race call obama win florida top romney final elector vote talli 332 206',0,0,3,0,2,3,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,65,pro_obama,0,'romney campaign foxnew shameless exploit benghaz',2,0,0,1,1,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,125,pro_romney,0,'know citizen chicago feel ive lost trust govt obama fbi cia eric holder hillari ambassador rice panetta etc',1,1,4,0,0,4,0,8,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
% 
% 
% 
